,Symbol,Series,Date,Prev Close,Open Price,High Price,Low Price,Last Price,Close Price,Average Price,Total Traded Quantity,Turnover,No. of Trades,Deliverable Qty,% Dly Qt to Traded Qty,Month,Year,Day_Perc_Change,Trend
34,INFY,EQ,2017-07-03,935.55,941.1,955.0,934.6,953.6,951.9,945.66,2544462,2406192366.0,62128,1419172,55.77,7,2017,1.7476350809684238,Positive
35,INFY,EQ,2017-07-04,951.9,953.85,970.0,949.4,961.0,962.15,962.03,2583863,2485762341.0,54690,1493619,57.81,7,2017,1.076793780859342,Positive
36,INFY,EQ,2017-07-05,962.15,959.0,959.0,945.4,952.0,950.9,950.46,2113114,2008422007.0,58308,1201934,56.88,7,2017,-1.1692563529595135,Negative
37,INFY,EQ,2017-07-06,950.9,945.0,957.0,944.2,946.8,947.0,950.12,1914860,1819345351.0,56849,1143132,59.7,7,2017,-0.4101377642233617,Slight or No Change
38,INFY,EQ,2017-07-07,947.0,943.85,945.45,933.05,935.1,935.4,938.78,2888443,2711621746.0,98641,2118035,73.33,7,2017,-1.224920802534324,Negative
39,INFY,EQ,2017-07-10,935.4,945.0,1028.9,937.3,953.3,957.05,953.49,847546,808125207.5,17862,426402,50.31,7,2017,2.3145178533247712,Positive
40,INFY,EQ,2017-07-11,957.05,956.65,989.5,956.65,978.6,975.35,978.98,5769854,5648578195.0,113632,3220051,55.81,7,2017,1.9121258032495758,Positive
41,INFY,EQ,2017-07-12,975.35,974.95,981.5,968.75,973.0,972.35,974.41,3137988,3057672504.0,77201,2147850,68.45,7,2017,-0.3075818936791874,Slight or No Change
42,INFY,EQ,2017-07-13,972.35,977.25,983.45,964.1,980.0,977.05,977.0,2585196,2525724825.0,74502,1139208,44.07,7,2017,0.4833650434514336,Slight or No Change
43,INFY,EQ,2017-07-14,977.05,999.45,1006.85,966.05,970.0,972.05,985.55,11239090,11076697426.0,246571,4902877,43.62,7,2017,-0.5117445371270679,Slight Negative
44,INFY,EQ,2017-07-17,972.05,975.0,992.0,974.0,985.55,984.05,984.54,3849125,3789602386.0,85783,2209178,57.39,7,2017,1.2345043979219206,Positive
45,INFY,EQ,2017-07-18,984.05,986.05,1004.8,981.1,983.65,985.6,995.69,4130090,4112296075.0,93509,2299835,55.68,7,2017,0.1575123215283858,Slight or No Change
46,INFY,EQ,2017-07-19,985.6,981.45,988.65,969.1,979.6,979.85,976.12,2945139,2874801640.0,105595,1545101,52.46,7,2017,-0.5834009740259716,Slight Negative
47,INFY,EQ,2017-07-20,979.85,979.3,979.85,966.95,969.0,969.45,970.69,3404870,3305085666.0,101526,2486394,73.02,7,2017,-1.0613869469816795,Negative
48,INFY,EQ,2017-07-21,969.45,973.0,982.55,971.4,979.9,980.1,978.45,2990377,2925921840.0,68179,1923535,64.32,7,2017,1.0985610397648227,Positive
49,INFY,EQ,2017-07-24,980.1,983.5,994.0,982.6,990.5,990.55,989.58,3064588,3032646958.0,110820,2177458,71.05,7,2017,1.0662177328844002,Positive
50,INFY,EQ,2017-07-25,990.55,990.0,999.0,986.2,994.0,993.85,992.82,3572807,3547155444.0,104586,2636530,73.79,7,2017,0.3331482509716821,Slight or No Change
51,INFY,EQ,2017-07-26,993.85,998.1,999.0,990.4,994.0,994.05,993.84,3435012,3413852845.0,104013,2857462,83.19,7,2017,0.020123761130941276,Slight or No Change
52,INFY,EQ,2017-07-27,994.05,996.0,1004.0,966.8,969.85,971.05,981.64,6338426,6222055607.0,100543,4878648,76.97,7,2017,-2.3137669131331418,Negative
53,INFY,EQ,2017-07-28,971.05,976.0,1003.0,962.3,995.7,997.35,987.2,5549214,5478201640.0,92083,3196985,57.61,7,2017,2.708408423871078,Positive
54,INFY,EQ,2017-07-31,997.35,991.9,1021.7,986.75,1015.0,1011.2,1007.77,9579124,9653593591.0,194493,6840218,71.41,7,2017,1.3886800020053158,Positive
55,INFY,EQ,2017-08-01,1011.2,1011.0,1017.0,998.35,1004.5,1005.55,1005.38,3844699,3865373993.0,74672,2634496,68.52,8,2017,-0.5587420886076,Slight Negative
56,INFY,EQ,2017-08-02,1005.55,1006.0,1012.75,987.2,989.1,993.35,999.06,2128792,2126780545.0,64338,1154252,54.22,8,2017,-1.2132663716374004,Negative
57,INFY,EQ,2017-08-03,993.35,991.0,998.75,980.25,981.8,984.0,988.23,2320174,2292869697.0,64881,1484098,63.96,8,2017,-0.9412593748427067,Slight Negative
58,INFY,EQ,2017-08-04,984.0,988.0,989.0,976.05,983.5,983.75,981.53,2674509,2625108705.0,54851,1951568,72.97,8,2017,-0.025406504065039748,Slight or No Change
59,INFY,EQ,2017-08-07,983.75,983.5,983.75,965.7,966.5,968.25,972.33,3036872,2952834608.0,75997,2439913,80.34,8,2017,-1.5756035578144867,Negative
60,INFY,EQ,2017-08-08,968.25,968.5,970.25,955.05,963.5,963.85,963.45,3002324,2892578681.0,83371,2062272,68.69,8,2017,-0.45442809191840183,Slight or No Change
61,INFY,EQ,2017-08-09,963.85,967.65,973.9,964.55,970.7,969.35,969.56,1961205,1901504150.0,74542,1112721,56.74,8,2017,0.5706282097836857,Slight Positive
62,INFY,EQ,2017-08-10,969.35,969.9,987.5,969.35,984.95,981.25,982.0,4570342,4488072667.0,118468,3294424,72.08,8,2017,1.22762676020014,Positive
63,INFY,EQ,2017-08-11,981.25,976.0,997.0,969.6,986.5,987.7,986.81,3272078,3228922463.0,85957,2064364,63.09,8,2017,0.6573248407643284,Slight Positive
64,INFY,EQ,2017-08-14,987.7,988.0,989.2,977.15,982.0,981.45,981.62,1908235,1873162936.0,83142,1423038,74.57,8,2017,-0.6327832337754358,Slight Negative
65,INFY,EQ,2017-08-16,981.45,982.0,986.1,969.0,979.35,975.2,975.79,3089040,3014254126.0,73688,2010754,65.09,8,2017,-0.6368128789036587,Slight Negative
66,INFY,EQ,2017-08-17,975.2,1005.0,1029.25,998.05,1021.05,1020.85,1012.61,12892130,13054759561.0,219380,8130105,63.06,8,2017,4.681091058244458,Among top gainers
67,INFY,EQ,2017-08-18,1020.85,1017.9,1017.9,884.2,923.15,923.25,932.15,82202480,76625024333.0,1192900,42028494,51.13,8,2017,-9.560660234118634,Bear drop
68,INFY,EQ,2017-08-21,923.25,924.0,924.0,870.0,870.15,873.4,888.68,45203588,40171479151.0,844350,20137307,44.55,8,2017,-5.3994042783644725,Among top losers
69,INFY,EQ,2017-08-22,873.4,895.2,897.05,860.0,876.0,875.4,876.3,24621299,21575553324.0,436450,10004177,40.63,8,2017,0.2289901534233918,Slight or No Change
70,INFY,EQ,2017-08-23,875.4,880.0,903.7,873.9,893.4,892.8,890.37,30642095,27282913879.0,431562,15763891,51.45,8,2017,1.9876627827278837,Positive
71,INFY,EQ,2017-08-24,892.8,910.0,918.25,902.35,911.5,912.15,910.72,21190262,19298432842.0,379260,13139149,62.01,8,2017,2.1673387096774244,Positive
72,INFY,EQ,2017-08-28,912.15,943.95,953.95,938.0,940.3,941.0,944.82,20356054,19232850863.0,339901,11887057,58.4,8,2017,3.1628569862413025,Among top gainers
73,INFY,EQ,2017-08-29,941.0,941.45,942.0,925.55,926.75,927.45,933.49,6684696,6240109664.0,148591,3807364,56.96,8,2017,-1.439957492029753,Negative
74,INFY,EQ,2017-08-30,927.45,937.2,939.0,924.1,926.7,926.65,930.56,8074832,7514125822.0,147639,4723273,58.49,8,2017,-0.0862580193002338,Slight or No Change
75,INFY,EQ,2017-08-31,926.65,928.8,928.95,912.9,915.0,914.95,916.78,7511226,6886139481.0,174045,4983033,66.34,8,2017,-1.2626126369179258,Negative
76,INFY,EQ,2017-09-01,914.95,915.95,925.9,910.0,919.85,919.95,919.57,4216961,3877809876.0,81607,2288888,54.28,9,2017,0.5464779496147321,Slight Positive
77,INFY,EQ,2017-09-04,919.95,921.0,921.1,893.5,899.95,900.2,904.13,5088554,4600718442.0,141455,2605004,51.19,9,2017,-2.146855807380832,Negative
78,INFY,EQ,2017-09-05,900.2,902.0,905.0,897.25,901.0,901.9,901.02,4891696,4407506232.0,79400,3043364,62.21,9,2017,0.18884692290601635,Slight or No Change
79,INFY,EQ,2017-09-06,901.9,900.0,900.3,890.0,896.9,895.6,894.39,3867955,3459475483.0,126593,2169351,56.09,9,2017,-0.698525335403033,Slight Negative
80,INFY,EQ,2017-09-07,895.6,900.0,900.5,892.35,894.65,895.75,896.04,3120596,2796180948.0,74906,2144854,68.73,9,2017,0.016748548459122325,Slight or No Change
81,INFY,EQ,2017-09-08,895.75,899.0,899.0,882.1,884.0,884.3,888.07,4302271,3820696332.0,78811,2781198,64.64,9,2017,-1.2782584426458299,Negative
82,INFY,EQ,2017-09-11,884.3,890.4,891.8,873.65,879.95,878.7,880.91,6893821,6072846748.0,145836,4926886,71.47,9,2017,-0.6332692525160999,Slight Negative
83,INFY,EQ,2017-09-12,878.7,882.55,887.75,878.8,883.25,884.05,881.98,8620677,7603270020.0,94378,7004148,81.25,9,2017,0.6088539888471578,Slight Positive
84,INFY,EQ,2017-09-13,884.05,885.5,887.6,881.0,884.5,883.75,883.75,5739114,5071927188.0,136009,4337096,75.57,9,2017,-0.03393473219840404,Slight or No Change
85,INFY,EQ,2017-09-14,883.75,884.5,896.6,881.6,892.3,892.4,891.42,6849003,6105328297.0,110957,5034797,73.51,9,2017,0.9787835926449828,Slight Positive
86,INFY,EQ,2017-09-15,892.4,892.3,913.25,892.2,908.6,908.25,904.85,6729730,6089408744.0,99888,4438125,65.95,9,2017,1.7761093679964146,Positive
87,INFY,EQ,2017-09-18,908.25,910.0,917.75,906.3,908.8,909.1,912.83,4237930,3868513182.0,77992,3189815,75.27,9,2017,0.09358656757501027,Slight or No Change
88,INFY,EQ,2017-09-19,909.1,908.0,916.0,903.5,912.7,912.25,911.15,3016665,2748642130.0,79618,1885792,62.51,9,2017,0.34649653503464606,Slight or No Change
89,INFY,EQ,2017-09-20,912.25,917.0,917.0,907.45,913.3,912.7,910.97,2883915,2627153268.0,46614,2044262,70.88,9,2017,0.04932858317348021,Slight or No Change
90,INFY,EQ,2017-09-21,912.7,915.0,915.25,908.15,911.0,909.55,910.99,4102076,3736951963.0,42387,3197445,77.95,9,2017,-0.3451298345568232,Slight or No Change
91,INFY,EQ,2017-09-22,909.55,908.15,910.25,888.0,899.0,898.3,897.32,8802044,7898273388.0,101141,6337990,72.01,9,2017,-1.2368753779341435,Negative
92,INFY,EQ,2017-09-25,898.3,901.0,901.95,889.1,901.0,895.35,894.32,4544350,4064084916.0,83796,3038937,66.87,9,2017,-0.3283980852721746,Slight or No Change
93,INFY,EQ,2017-09-26,895.35,897.0,908.4,894.3,901.75,905.9,900.14,3683239,3315416203.0,101232,2519693,68.41,9,2017,1.1783101580387534,Positive
94,INFY,EQ,2017-09-27,905.9,906.1,907.9,895.1,895.9,899.8,900.49,3000069,2701542236.0,88378,1994987,66.5,9,2017,-0.673363505905733,Slight Negative
95,INFY,EQ,2017-09-28,899.8,896.1,903.9,894.3,896.0,896.0,897.71,8768633,7871666208.0,135425,7778115,88.7,9,2017,-0.422316070237827,Slight or No Change
96,INFY,EQ,2017-09-29,896.0,898.0,902.4,895.0,899.0,899.9,899.31,2852916,2565651057.0,79579,2099609,73.6,9,2017,0.43526785714285143,Slight or No Change
