,Symbol,Series,Date,Prev Close,Open Price,High Price,Low Price,Last Price,Close Price,Average Price,Total Traded Quantity,Turnover,No. of Trades,Deliverable Qty,% Dly Qt to Traded Qty,Month,Year,Day_Perc_Change,Trend
97,INFY,EQ,2017-10-03,899.9,910.1,912.0,901.6,903.05,903.55,905.66,2473761,2240392336.0,98569,1968356,79.57,10,2017,0.40560062229135774,Slight or No Change
98,INFY,EQ,2017-10-04,903.55,903.0,905.4,897.15,901.45,899.6,901.13,2495746,2248997167.0,81198,1658660,66.46,10,2017,-0.43716451773558873,Slight or No Change
99,INFY,EQ,2017-10-05,899.6,900.0,904.95,899.0,903.0,903.05,902.78,4305650,3887063883.0,46048,3573231,82.99,10,2017,0.383503779457528,Slight or No Change
100,INFY,EQ,2017-10-06,903.05,904.0,922.0,903.95,920.5,920.15,916.53,4287154,3929315140.0,76214,2820790,65.8,10,2017,1.8935828580920244,Positive
101,INFY,EQ,2017-10-09,920.15,920.0,929.0,914.0,924.25,923.9,923.72,1752416,1618746285.0,39646,1158064,66.08,10,2017,0.40754224854642196,Slight or No Change
102,INFY,EQ,2017-10-10,923.9,939.95,939.95,929.55,935.15,935.45,935.46,3571610,3341105876.0,103093,1997414,55.92,10,2017,1.2501352960277101,Positive
103,INFY,EQ,2017-10-11,935.45,935.45,938.0,928.0,930.6,930.7,932.27,2991252,2788647778.0,95474,2208694,73.84,10,2017,-0.5077770057191677,Slight Negative
104,INFY,EQ,2017-10-12,930.7,930.0,934.35,919.55,928.35,927.3,924.62,5140486,4753015820.0,108653,3208005,62.41,10,2017,-0.3653164284946886,Slight or No Change
105,INFY,EQ,2017-10-13,927.3,932.8,933.5,927.55,929.05,930.1,929.7,3590364,3337968430.0,104364,2662742,74.16,10,2017,0.3019519033754081,Slight or No Change
106,INFY,EQ,2017-10-16,930.1,935.95,942.0,933.0,939.0,939.0,937.81,2879375,2700304306.0,78589,1957128,67.97,10,2017,0.956886356305775,Slight Positive
107,INFY,EQ,2017-10-17,939.0,936.8,936.8,929.5,930.75,930.5,932.11,2812551,2621611619.0,77515,2204290,78.37,10,2017,-0.9052183173588912,Slight Negative
108,INFY,EQ,2017-10-18,930.5,928.9,930.0,922.95,925.0,924.35,926.7,3615926,3350868643.0,78889,2866352,79.27,10,2017,-0.6609349811929066,Slight Negative
109,INFY,EQ,2017-10-19,924.35,930.0,932.0,925.2,927.75,926.95,927.39,545717,506094102.6,13886,379479,69.54,10,2017,0.28127873640937384,Slight or No Change
110,INFY,EQ,2017-10-23,926.95,930.0,942.0,928.1,940.95,939.5,936.18,4577048,4284920340.0,105211,3700749,80.85,10,2017,1.3539025837423724,Positive
111,INFY,EQ,2017-10-24,939.5,946.0,946.65,921.6,924.35,926.5,933.61,7264664,6782341418.0,117978,5282209,72.71,10,2017,-1.383714741883979,Negative
112,INFY,EQ,2017-10-25,926.5,919.0,944.7,915.25,934.25,935.3,934.05,6992067,6530973260.0,176833,4211146,60.23,10,2017,0.9498111171073909,Slight Positive
113,INFY,EQ,2017-10-26,935.3,942.0,951.8,940.1,948.55,947.35,946.46,16829629,15928597286.0,144857,13667670,81.21,10,2017,1.288356677002045,Positive
114,INFY,EQ,2017-10-27,947.35,955.0,957.7,944.0,947.0,946.35,948.86,4262478,4044495152.0,108092,3305472,77.55,10,2017,-0.10555760806459924,Slight or No Change
115,INFY,EQ,2017-10-30,946.35,954.65,954.65,941.05,943.9,944.1,946.96,6484163,6140238516.0,120848,5395557,83.21,10,2017,-0.2377555872563053,Slight or No Change
116,INFY,EQ,2017-10-31,944.1,925.0,930.0,920.0,922.0,921.85,924.74,4977494,4602897345.0,68301,3547519,71.27,10,2017,-2.3567418705645604,Negative
117,INFY,EQ,2017-11-01,921.85,925.0,929.4,923.3,926.0,927.05,925.92,2816567,2607904113.0,59211,2042973,72.53,11,2017,0.5640830937788,Slight Positive
118,INFY,EQ,2017-11-02,927.05,923.05,926.0,920.0,923.1,922.9,923.13,2343069,2162955678.0,81286,1802504,76.93,11,2017,-0.4476565449544223,Slight or No Change
119,INFY,EQ,2017-11-03,922.9,917.0,929.9,916.95,926.8,926.65,926.37,1849543,1713353953.0,51904,1193264,64.52,11,2017,0.40632787951024874,Slight or No Change
120,INFY,EQ,2017-11-06,926.65,923.15,935.0,922.65,928.8,928.7,927.57,2533267,2349782381.0,69707,2018399,79.68,11,2017,0.22122700048563537,Slight or No Change
121,INFY,EQ,2017-11-07,928.7,926.25,960.0,925.85,955.35,955.5,951.18,6721410,6393285439.0,145532,4037210,60.06,11,2017,2.885754280176589,Positive
122,INFY,EQ,2017-11-08,955.5,960.25,961.85,947.5,951.95,952.3,955.2,2684997,2564719195.0,88636,1805469,67.24,11,2017,-0.33490319204605434,Slight or No Change
123,INFY,EQ,2017-11-09,952.3,953.0,963.0,948.25,954.0,954.5,954.92,2361616,2255155224.0,67747,1533245,64.92,11,2017,0.2310196366691164,Slight or No Change
124,INFY,EQ,2017-11-10,954.5,958.8,964.35,950.0,963.5,962.05,959.46,3294714,3161144505.0,63848,2512523,76.26,11,2017,0.7909900471450904,Slight Positive
125,INFY,EQ,2017-11-13,962.05,962.05,969.4,949.35,952.55,951.95,958.24,2510608,2405762223.0,58964,1661218,66.17,11,2017,-1.0498414843303272,Negative
126,INFY,EQ,2017-11-14,951.95,951.95,954.85,943.25,949.1,949.1,948.44,2866855,2719052888.0,74967,2228100,77.72,11,2017,-0.29938547192605025,Slight or No Change
127,INFY,EQ,2017-11-15,949.1,945.15,953.5,944.5,950.75,951.8,950.67,3511758,3338522494.0,98311,2786780,79.36,11,2017,0.28448003371615016,Slight or No Change
128,INFY,EQ,2017-11-16,951.8,951.8,995.9,948.5,989.95,988.4,978.58,7843751,7675734065.0,224690,4903542,62.52,11,2017,3.845345660853128,Among top gainers
129,INFY,EQ,2017-11-17,988.4,985.5,985.5,965.15,965.5,970.95,974.04,4028835,3924263396.0,178425,2591711,64.33,11,2017,-1.7654795629299835,Negative
130,INFY,EQ,2017-11-20,970.95,969.0,971.0,957.25,960.95,960.55,961.63,2830595,2721971566.0,66198,1831803,64.71,11,2017,-1.0711159174004892,Negative
131,INFY,EQ,2017-11-21,960.55,961.3,971.5,960.05,965.5,966.25,966.87,2682328,2593469144.0,74479,1805267,67.3,11,2017,0.5934100255062358,Slight Positive
132,INFY,EQ,2017-11-22,966.25,966.6,971.05,963.3,965.3,966.3,966.54,3042460,2940669553.0,57418,2449238,80.5,11,2017,0.005174644243211013,Slight or No Change
133,INFY,EQ,2017-11-23,966.3,971.5,994.45,969.0,991.15,991.25,984.7,5947309,5856291708.0,141525,3359566,56.49,11,2017,2.5820138673289916,Positive
134,INFY,EQ,2017-11-24,991.25,990.9,1019.3,990.2,1008.0,1009.55,1010.09,9309956,9403912992.0,180427,5767868,61.95,11,2017,1.8461538461538307,Positive
135,INFY,EQ,2017-11-27,1009.55,1006.7,1006.7,993.3,996.55,998.75,997.92,3008865,3002607598.0,75428,1732581,57.58,11,2017,-1.0697835669357558,Negative
136,INFY,EQ,2017-11-28,998.75,994.4,999.9,981.3,982.15,984.7,988.73,2308434,2282406446.0,61722,1311641,56.82,11,2017,-1.4067584480600748,Negative
137,INFY,EQ,2017-11-29,984.7,987.65,991.95,980.3,983.5,982.7,984.37,1919035,1889032576.0,50324,896450,46.71,11,2017,-0.2031075454453135,Slight or No Change
138,INFY,EQ,2017-11-30,982.7,989.45,989.45,968.35,972.5,976.1,978.17,8633472,8445010644.0,126288,5893906,68.27,11,2017,-0.6716190088531637,Slight Negative
139,INFY,EQ,2017-12-01,976.1,979.4,983.2,957.05,960.0,958.8,966.26,2042500,1973590610.0,49881,1012750,49.58,12,2017,-1.7723593894068301,Negative
140,INFY,EQ,2017-12-04,958.8,980.0,996.8,968.55,984.4,985.35,985.73,8905803,8778677871.0,150296,3727405,41.85,12,2017,2.7690863579474367,Positive
141,INFY,EQ,2017-12-05,985.35,985.35,1003.0,979.0,984.3,984.35,990.92,4988369,4943095296.0,106371,2190959,43.92,12,2017,-0.10148678134672684,Slight or No Change
142,INFY,EQ,2017-12-06,984.35,985.0,994.1,984.0,987.8,990.3,989.37,3745047,3705251090.0,121883,2367807,63.23,12,2017,0.6044597958043241,Slight Positive
143,INFY,EQ,2017-12-07,990.3,989.0,1002.9,985.6,999.85,999.8,995.95,3774772,3759492032.0,106502,2442675,64.71,12,2017,0.9593052610320063,Slight Positive
144,INFY,EQ,2017-12-08,999.8,1001.0,1007.0,995.0,999.4,1001.85,1002.25,2991622,2998343941.0,109714,2139664,71.52,12,2017,0.20504100820164517,Slight or No Change
145,INFY,EQ,2017-12-11,1001.85,994.95,1006.9,993.95,1005.4,1005.3,1000.75,2569549,2571485667.0,64951,1914506,74.51,12,2017,0.34436292858210926,Slight or No Change
146,INFY,EQ,2017-12-12,1005.3,1002.0,1014.0,1002.0,1010.5,1010.5,1009.41,4660217,4704066529.0,125676,3609637,77.46,12,2017,0.5172585297920973,Slight Positive
147,INFY,EQ,2017-12-13,1010.5,1010.9,1019.0,997.65,1005.0,1003.75,1010.55,2681199,2709482013.0,89418,1495614,55.78,12,2017,-0.6679861454725433,Slight Negative
148,INFY,EQ,2017-12-14,1003.75,1005.25,1015.0,999.3,1012.3,1013.1,1010.36,3011786,3042976537.0,97393,1876813,62.32,12,2017,0.9315068493150669,Slight Positive
149,INFY,EQ,2017-12-15,1013.1,1013.0,1026.4,1011.85,1019.0,1022.9,1019.21,5192067,5291809165.0,117970,3887254,74.87,12,2017,0.9673280031586184,Slight Positive
150,INFY,EQ,2017-12-18,1022.9,1011.9,1030.7,1005.8,1014.0,1016.6,1019.42,2017724,2056905715.0,67395,841209,41.69,12,2017,-0.615895982011927,Slight Negative
151,INFY,EQ,2017-12-19,1016.6,1017.45,1017.95,999.55,1006.65,1003.95,1007.23,3559449,3585173633.0,87491,2335815,65.62,12,2017,-1.2443438914027105,Negative
152,INFY,EQ,2017-12-20,1003.95,1005.1,1018.6,1001.0,1016.35,1015.85,1011.09,2093163,2116374407.0,68366,1233741,58.94,12,2017,1.1853179939240066,Positive
153,INFY,EQ,2017-12-21,1015.85,1014.8,1028.95,998.4,1021.5,1022.05,1014.97,5529581,5612359298.0,132258,2881998,52.12,12,2017,0.6103263277058568,Slight Positive
154,INFY,EQ,2017-12-22,1022.05,1016.0,1044.8,1016.0,1037.85,1039.35,1035.23,6453470,6680838538.0,148038,4301144,66.65,12,2017,1.6926764835379915,Positive
155,INFY,EQ,2017-12-26,1039.35,1030.0,1041.5,1023.0,1035.0,1035.6,1034.88,5404453,5592980614.0,137301,3845765,71.16,12,2017,-0.36080242459228806,Slight or No Change
156,INFY,EQ,2017-12-27,1035.6,1028.0,1039.1,1027.4,1034.0,1034.25,1034.0,3485086,3603591315.0,101607,2483152,71.25,12,2017,-0.1303592120509789,Slight or No Change
157,INFY,EQ,2017-12-28,1034.25,1030.0,1040.0,1023.8,1030.0,1033.25,1034.41,4216736,4361825789.0,107124,3236750,76.76,12,2017,-0.09668842156151936,Slight or No Change
158,INFY,EQ,2017-12-29,1033.25,1030.1,1048.8,1030.0,1041.25,1042.05,1041.38,3300884,3437461626.0,83693,2238793,67.82,12,2017,0.8516815872247729,Slight Positive
159,INFY,EQ,2018-01-01,1042.05,1037.7,1044.5,1030.0,1032.15,1033.55,1036.23,2715670,2814045584.0,65839,1776744,65.43,1,2018,-0.8156998224653322,Slight Negative
160,INFY,EQ,2018-01-02,1033.55,1037.25,1042.0,1023.0,1028.3,1029.7,1031.43,3056124,3152175059.0,122157,2066488,67.62,1,2018,-0.3725025397900317,Slight or No Change
161,INFY,EQ,2018-01-03,1029.7,1028.5,1031.6,1018.6,1022.0,1021.3,1022.55,3423276,3500475319.0,132588,2428553,70.94,1,2018,-0.8157715839565038,Slight Negative
162,INFY,EQ,2018-01-04,1021.3,1021.0,1021.0,1009.6,1015.0,1015.4,1014.48,4473807,4538566058.0,81236,3101206,69.32,1,2018,-0.5776950944874182,Slight Negative
163,INFY,EQ,2018-01-05,1015.4,1015.3,1026.4,1006.0,1014.25,1012.0,1012.92,5512988,5584193774.0,134727,3907486,70.88,1,2018,-0.3348434114634591,Slight or No Change
164,INFY,EQ,2018-01-08,1012.0,1024.9,1039.0,1020.05,1035.2,1036.05,1029.31,2797345,2879337346.0,73704,1672022,59.77,1,2018,2.3764822134387353,Positive
165,INFY,EQ,2018-01-09,1036.05,1040.0,1044.9,1028.9,1039.0,1041.35,1036.46,4974118,5155470379.0,119611,3285996,66.06,1,2018,0.5115583224747811,Slight Positive
166,INFY,EQ,2018-01-10,1041.35,1046.8,1056.0,1033.05,1053.0,1052.25,1043.96,4734317,4942421496.0,100562,2588309,54.67,1,2018,1.0467182023335075,Positive
167,INFY,EQ,2018-01-11,1052.25,1055.25,1083.4,1055.25,1076.5,1075.8,1069.86,8387735,8973696876.0,134085,5432620,64.77,1,2018,2.2380612972202396,Positive
168,INFY,EQ,2018-01-12,1075.8,1085.8,1085.9,1070.55,1078.65,1078.45,1077.02,9008264,9702068541.0,138377,6331013,70.28,1,2018,0.24632831381299347,Slight or No Change
169,INFY,EQ,2018-01-15,1078.45,1080.0,1092.95,1065.1,1081.0,1081.15,1080.89,5324625,5755343849.0,132189,2580059,48.46,1,2018,0.2503593119755232,Slight or No Change
170,INFY,EQ,2018-01-16,1081.15,1081.25,1134.8,1081.25,1125.0,1122.85,1116.71,11323483,12645064684.0,222629,5830742,51.49,1,2018,3.8570041159875945,Among top gainers
171,INFY,EQ,2018-01-17,1122.85,1124.85,1161.8,1123.0,1148.0,1152.1,1150.95,13077044,15051075123.0,331838,8123219,62.12,1,2018,2.6049784031705103,Positive
172,INFY,EQ,2018-01-18,1152.1,1145.0,1164.9,1132.1,1152.0,1152.7,1148.19,6602485,7580886446.0,148758,4382098,66.37,1,2018,0.052078812603073565,Slight or No Change
173,INFY,EQ,2018-01-19,1152.7,1145.0,1147.9,1136.0,1145.9,1143.45,1142.09,2994139,3419578450.0,104184,1946826,65.02,1,2018,-0.8024637806888224,Slight Negative
174,INFY,EQ,2018-01-22,1143.45,1132.15,1156.95,1132.0,1148.1,1150.0,1144.31,4825107,5521427259.0,136884,3164249,65.58,1,2018,0.5728278455551239,Slight Positive
175,INFY,EQ,2018-01-23,1150.0,1155.0,1188.0,1155.0,1176.0,1177.1,1176.85,7701898,9063945901.0,178542,4413789,57.31,1,2018,2.356521739130435,Positive
176,INFY,EQ,2018-01-24,1177.1,1174.8,1221.05,1167.5,1182.85,1185.8,1195.52,10302359,12316700910.0,204464,5942177,57.68,1,2018,0.7391045790502204,Slight Positive
177,INFY,EQ,2018-01-25,1185.8,1182.0,1183.4,1162.25,1173.7,1175.4,1171.54,6774457,7936550004.0,137327,4319803,63.77,1,2018,-0.8770450328891788,Slight Negative
178,INFY,EQ,2018-01-29,1175.4,1166.55,1196.25,1165.2,1180.55,1182.9,1185.12,5411501,6413293460.0,188700,3575679,66.08,1,2018,0.6380806533945904,Slight Positive
179,INFY,EQ,2018-01-30,1182.9,1178.9,1183.1,1162.7,1168.0,1170.65,1169.32,4314156,5044647007.0,139977,2953957,68.47,1,2018,-1.0355904979288177,Negative
180,INFY,EQ,2018-01-31,1170.65,1159.15,1166.6,1142.15,1149.1,1150.25,1153.93,4606849,5315999681.0,118772,3306082,71.76,1,2018,-1.7426216204672662,Negative
181,INFY,EQ,2018-02-01,1150.25,1142.2,1157.9,1118.55,1144.0,1144.6,1141.19,6502727,7420853135.0,147460,3808868,58.57,2,2018,-0.4911975657465817,Slight or No Change
182,INFY,EQ,2018-02-02,1144.6,1135.25,1162.9,1130.1,1145.3,1143.25,1144.88,5122243,5864360400.0,112441,3377137,65.93,2,2018,-0.117945133671149,Slight or No Change
