,Date,Symbol,Series,Prev Close,Open Price,High Price,Low Price,Last Price,Close Price,Average Price,Total Traded Quantity,Turnover,No. of Trades,Deliverable Qty,% Dly Qt to Traded Qty,Month,Year,Day_Perc_Change,Trend,Volatility,SMA_21,LMA_34,Trade_Call,14_day_SMA,14_day_STD,14_day_bollinger_upper,14_day_bollinger_lower
176,2018-01-24,INFY,EQ,1177.1,1174.8,1221.05,1167.5,1182.85,1185.8,1195.52,10302359,12316700910.0,204464,5942177,57.68,1,2018,0.7391045790502204,Slight Positive,0.04343025421845671,1079.5499999999997,1054.7397058823528,HODL,1104.3607142857147,57.11015394888949,1218.5810221834936,990.1404063879357
177,2018-01-25,INFY,EQ,1185.8,1182.0,1183.4,1162.25,1173.7,1175.4,1171.54,6774457,7936550004.0,137327,4319803,63.77,1,2018,-0.8770450328891788,Slight Negative,0.0367015757816594,1086.2714285714285,1059.9044117647056,HODL,1116.032142857143,53.35611351008446,1222.744369877312,1009.3199158369741
178,2018-01-29,INFY,EQ,1175.4,1166.55,1196.25,1165.2,1180.55,1182.9,1185.12,5411501,6413293460.0,188700,3575679,66.08,1,2018,0.6380806533945904,Slight Positive,0.029033520337955514,1093.397619047619,1065.2294117647057,HODL,1126.521428571429,50.79611476013879,1228.1136580917066,1024.9291990511513
179,2018-01-30,INFY,EQ,1182.9,1178.9,1183.1,1162.7,1168.0,1170.65,1169.32,4314156,5044647007.0,139977,2953957,68.47,1,2018,-1.0355904979288175,Negative,0.032328986523192244,1099.5214285714287,1070.0926470588233,HODL,1135.7571428571434,45.60884638019006,1226.9748356175235,1044.5394500967634
180,2018-01-31,INFY,EQ,1170.65,1159.15,1166.6,1142.15,1149.1,1150.25,1153.93,4606849,5315999681.0,118772,3306082,71.76,1,2018,-1.7426216204672662,Negative,0.03687089649419836,1105.0785714285714,1074.2029411764704,HODL,1142.7571428571432,38.821850791802866,1220.4008444407489,1065.1134412735375
181,2018-02-01,INFY,EQ,1150.25,1142.2,1157.9,1118.55,1144.0,1144.6,1141.19,6502727,7420853135.0,147460,3808868,58.57,2,2018,-0.4911975657465817,Slight or No Change,0.036790756436335746,1110.55,1078.345588235294,HODL,1147.671428571429,33.71236200043325,1215.0961525722955,1080.2467045705625
182,2018-02-02,INFY,EQ,1144.6,1135.25,1162.9,1130.1,1145.3,1143.25,1144.88,5122243,5864360400.0,112441,3377137,65.93,2,2018,-0.11794513367114899,Slight or No Change,0.02390012288388883,1116.357142857143,1082.1735294117645,HODL,1152.3000000000004,27.319780098223458,1206.9395601964472,1097.6604398035536
183,2018-02-05,INFY,EQ,1143.25,1140.0,1154.85,1135.85,1139.9,1138.2,1143.33,4930110,5636743205.0,146880,3737354,75.81,2,2018,-0.44172315766455306,Slight or No Change,0.01983343072804014,1122.2047619047619,1085.5647058823527,HODL,1156.3750000000005,18.82474588652418,1194.0244917730488,1118.7255082269521
184,2018-02-06,INFY,EQ,1138.2,1099.95,1128.35,1095.15,1111.4,1107.75,1113.87,5276039,5876800709.0,136315,3479245,65.94,2,2018,-2.6752767527675303,Negative,0.02899798255813065,1126.7642857142857,1088.2455882352938,HODL,1155.296428571429,21.17873084275334,1197.6538902569357,1112.9389668859224
185,2018-02-07,INFY,EQ,1107.75,1116.0,1124.8,1103.55,1108.0,1109.05,1113.49,4171028,4644378627.0,147324,2763817,66.26,2,2018,0.1173549988715772,Slight or No Change,0.0262420662465851,1130.240476190476,1091.3367647058822,HODL,1152.2214285714292,24.537473024284406,1201.296374619998,1103.1464825228604
186,2018-02-08,INFY,EQ,1109.05,1122.8,1146.4,1116.55,1133.0,1134.25,1138.52,4403622,5013613141.0,105295,2891380,65.66,2,2018,2.2722149587484752,Positive,0.04108217022077953,1134.6642857142858,1094.8191176470589,HODL,1150.9035714285717,25.00087278696072,1200.9053170024931,1100.9018258546503
187,2018-02-09,INFY,EQ,1134.25,1118.0,1120.3,1106.0,1112.0,1109.15,1112.64,2191345,2438184786.0,88836,1186875,54.16,2,2018,-2.212916023804268,Negative,0.04304438031936549,1137.3738095238095,1097.3808823529412,HODL,1148.4535714285719,27.357093471103926,1203.1677583707797,1093.739384486364
188,2018-02-12,INFY,EQ,1109.15,1114.8,1120.6,1097.8,1101.0,1102.8,1106.85,3145986,3482147220.0,52343,1986846,63.15,2,2018,-0.5725104809989778,Slight Negative,0.04304856224980202,1138.659523809524,1099.2470588235294,HODL,1145.0821428571433,29.938479273481743,1204.9591014041068,1085.2051843101797
189,2018-02-14,INFY,EQ,1102.8,1106.0,1117.3,1090.2,1091.0,1097.75,1106.89,4172856,4618905280.0,113292,3010045,72.13,2,2018,-0.4579252811026446,Slight or No Change,0.04281293162212998,1139.5785714285714,1101.075,HODL,1139.414285714286,30.90619447849837,1201.2266746712828,1077.6018967572893
190,2018-02-15,INFY,EQ,1097.75,1103.0,1129.7,1103.0,1113.5,1114.45,1118.96,3993368,4468413993.0,99941,2439471,61.09,2,2018,1.521293554998859,Positive,0.047705226336465865,1141.1642857142858,1103.4338235294117,HODL,1134.3178571428575,28.454360265726862,1191.2265776743113,1077.4091366114037
191,2018-02-16,INFY,EQ,1114.45,1125.0,1141.65,1118.1,1124.65,1128.05,1128.32,4944611,5579126434.0,108882,3112620,62.95,2,2018,1.2203328996365892,Positive,0.04027803930797281,1141.411904761905,1106.2220588235296,HODL,1130.9357142857145,25.894545227274808,1182.724804740264,1079.146623831165
192,2018-02-19,INFY,EQ,1128.05,1128.4,1136.0,1120.3,1134.2,1131.75,1129.16,3230920,3648227633.0,83364,1826082,56.52,2,2018,0.3279996454057965,Slight or No Change,0.04024015576011273,1140.4428571428573,1108.860294117647,HODL,1127.2821428571433,21.177551677539427,1169.6372462122222,1084.9270395020644
193,2018-02-20,INFY,EQ,1131.75,1103.75,1149.5,1103.75,1135.0,1136.95,1141.14,3594297,4101611225.0,97878,1847456,51.4,2,2018,0.4594654296443679,Slight or No Change,0.033370458941771354,1139.6928571428573,1111.901470588235,HODL,1124.8750000000005,17.457484068442056,1159.7899681368845,1089.9600318631165
194,2018-02-21,INFY,EQ,1136.95,1147.5,1151.9,1140.0,1145.0,1147.4,1146.98,6885679,7897738207.0,169230,5474712,79.51,2,2018,0.9191257311227384,Slight Positive,0.02115428723125869,1139.8809523809525,1115.3632352941177,HODL,1124.671428571429,17.152783069603476,1158.976994710636,1090.365862432222
195,2018-02-22,INFY,EQ,1147.4,1145.55,1164.0,1140.45,1159.0,1160.75,1157.22,8929987,10333995037.0,151810,6801311,76.16,2,2018,1.1635000871535572,Positive,0.017866000864726634,1140.3928571428573,1119.4647058823527,HODL,1125.8250000000003,19.035834123282854,1163.896668246566,1087.7533317534346
196,2018-02-23,INFY,EQ,1160.75,1163.5,1166.0,1146.75,1154.4,1155.65,1158.08,4729914,5477635155.0,128746,3177897,67.19,2,2018,-0.43937109627395504,Slight or No Change,0.017721693821957367,1139.3714285714289,1123.5897058823527,HODL,1126.7107142857146,20.164011911659237,1167.0387381090331,1086.382690462396
197,2018-02-26,INFY,EQ,1155.65,1151.0,1155.05,1134.35,1139.95,1138.6,1142.81,2541804,2904793410.0,76083,1626562,63.99,2,2018,-1.4753601869078148,Negative,0.02578743523818184,1137.1238095238098,1127.3132352941175,HODL,1126.7392857142859,20.181819489629692,1167.1029246935452,1086.3756467350265
198,2018-02-27,INFY,EQ,1138.6,1144.95,1153.65,1125.65,1147.7,1150.2,1139.08,3308013,3768101539.0,140175,2156356,65.19,2,2018,1.0187950114175504,Positive,0.02502564572012913,1135.9238095238097,1130.6705882352937,HODL,1129.7714285714287,20.2979225375546,1170.367273646538,1089.1755834963194
199,2018-02-28,INFY,EQ,1150.2,1147.6,1189.5,1142.55,1169.85,1172.6,1172.09,8634208,10120034870.0,229051,5049780,58.49,2,2018,1.947487393496772,Positive,0.03009868803190915,1135.4333333333334,1134.5308823529408,HODL,1134.3107142857145,22.313346976565587,1178.9374082388458,1089.6840203325833
200,2018-03-01,INFY,EQ,1172.6,1169.6,1169.6,1156.05,1160.25,1160.75,1161.83,3289926,3822336358.0,95568,2089661,63.52,3,2018,-1.0105747910625906,Negative,0.03377166247006986,1134.9619047619049,1137.722058823529,SELL,1136.2035714285716,23.405098592182757,1183.0137686129372,1089.3933742442061
201,2018-03-05,INFY,EQ,1160.75,1160.75,1170.8,1143.25,1159.7,1155.9,1158.68,4050728,4693511961.0,150137,2407810,59.44,3,2018,-0.4178332974369981,Slight or No Change,0.03357353564231392,1135.2309523809524,1140.0779411764702,HODL,1139.5428571428574,22.56839908727561,1184.6796553174086,1094.4060589683063
202,2018-03-06,INFY,EQ,1155.9,1162.55,1165.4,1143.6,1146.25,1151.35,1157.61,3344867,3872054670.0,123734,2349339,70.24,3,2018,-0.3936326671857615,Slight or No Change,0.03142838165879481,1135.552380952381,1142.222058823529,HODL,1143.0107142857146,20.08124056245972,1183.173195410634,1102.8482331607952
203,2018-03-07,INFY,EQ,1151.35,1155.0,1160.0,1138.05,1147.8,1144.1,1148.31,3185208,3657594848.0,91049,2099037,65.9,3,2018,-0.6296955747600697,Slight Negative,0.03171733696136316,1135.5928571428572,1144.0735294117642,HODL,1146.321428571429,15.295885750064468,1176.9132000715579,1115.7296570713
204,2018-03-08,INFY,EQ,1144.1,1149.0,1165.8,1149.0,1158.0,1156.65,1158.61,3046507,3529721779.0,110975,1784229,58.57,3,2018,1.096932086356106,Positive,0.029402855864082124,1136.4714285714285,1145.0676470588232,HODL,1149.3357142857146,12.419656079890487,1174.1750264454956,1124.4964021259336
205,2018-03-09,INFY,EQ,1156.65,1162.35,1166.0,1155.55,1164.0,1163.4,1162.36,2110482,2453138902.0,83674,1167092,55.3,3,2018,0.5835818959927463,Slight Positive,0.028344108812330335,1139.1214285714286,1145.3999999999996,HODL,1151.8607142857147,11.302436404652852,1174.4655870950205,1129.255841476409
206,2018-03-12,INFY,EQ,1163.4,1176.0,1191.85,1171.75,1184.0,1185.75,1186.26,3838485,4553456409.0,82530,2208283,57.53,3,2018,1.9210933470861224,Positive,0.02815136287623106,1142.7738095238096,1146.3720588235292,HODL,1155.7178571428576,12.99835207221701,1181.7145612872916,1129.7211529984236
207,2018-03-13,INFY,EQ,1185.75,1180.2,1197.0,1175.15,1182.0,1183.8,1187.19,4290526,5093652781.0,101093,2931653,68.33,3,2018,-0.16445287792536956,Slight or No Change,0.025142478299184725,1145.1333333333334,1147.5588235294117,HODL,1159.0642857142861,13.800883870401059,1186.6660534550883,1131.462517973484
208,2018-03-14,INFY,EQ,1183.8,1180.0,1190.6,1169.1,1181.1,1180.8,1180.26,2214855,2614111790.0,54069,1203746,54.35,3,2018,-0.25342118601114905,Slight or No Change,0.02465520708101805,1148.5452380952381,1148.464705882353,BUY,1161.4500000000003,14.498647151740355,1190.447294303481,1132.4527056965196
209,2018-03-15,INFY,EQ,1180.8,1180.0,1188.4,1172.0,1181.9,1182.5,1180.88,3050750,3602569982.0,49232,2081521,68.23,3,2018,0.1439701897018919,Slight or No Change,0.02342410535014293,1152.3404761904762,1148.6235294117648,HODL,1163.0035714285716,15.545373591837183,1194.094318612246,1131.9128242448971
210,2018-03-16,INFY,EQ,1182.5,1182.0,1182.4,1169.25,1170.0,1171.9,1172.96,8977413,10530177258.0,156251,7733842,86.15,3,2018,-0.8964059196617247,Slight Negative,0.02487922523425335,1155.8714285714286,1148.214705882353,HODL,1164.164285714286,15.560730017618614,1195.2857457495234,1133.0428256790487
211,2018-03-19,INFY,EQ,1171.9,1164.0,1180.5,1142.65,1148.0,1146.75,1156.94,3763310,4353937862.0,114366,2314477,61.5,3,2018,-2.1460875501322696,Negative,0.03321844071893266,1157.409523809524,1147.3720588235294,HODL,1164.7464285714289,14.65698132796278,1194.0603912273543,1135.4324659155034
212,2018-03-20,INFY,EQ,1146.75,1148.6,1170.0,1148.6,1164.55,1164.55,1159.74,4276883,4960076508.0,111232,3115015,72.83,3,2018,1.5522127752343629,Positive,0.03681569803860661,1159.1476190476192,1146.8323529411766,HODL,1165.7714285714287,14.050687285208197,1193.872803141845,1137.6700540010124
213,2018-03-21,INFY,EQ,1164.55,1170.0,1175.5,1162.2,1166.2,1167.5,1171.53,3846497,4506270593.0,121529,3113984,80.96,3,2018,0.25331673178481395,Slight or No Change,0.02991115290786818,1160.8500000000001,1146.739705882353,HODL,1165.407142857143,13.925583224115478,1193.258309305374,1137.555976408912
214,2018-03-22,INFY,EQ,1167.5,1164.5,1177.45,1155.3,1156.0,1161.3,1167.57,3406584,3977430906.0,82774,2545448,74.72,3,2018,-0.5310492505353315,Slight Negative,0.030061950968301398,1162.009523809524,1147.064705882353,HODL,1165.446428571429,13.912203611957297,1193.2708357953436,1137.6220213475142
215,2018-03-23,INFY,EQ,1161.3,1147.0,1173.8,1142.35,1165.0,1167.6,1164.59,6004042,6992254285.0,117145,4213799,70.18,3,2018,0.5424954792043302,Slight Positive,0.031141861928090177,1162.9714285714285,1147.7411764705885,HODL,1166.282142857143,13.643448796211425,1193.5690404495658,1138.9952452647203
216,2018-03-26,INFY,EQ,1167.6,1166.9,1166.9,1144.0,1155.6,1155.25,1153.17,4465361,5149317139.0,101964,3248748,72.75,3,2018,-1.0577252483727206,Negative,0.0321018866094915,1162.7095238095237,1148.094117647059,HODL,1166.5607142857145,13.351810285949451,1193.2643348576134,1139.8570937138156
217,2018-03-27,INFY,EQ,1155.25,1160.0,1161.3,1150.1,1152.1,1154.0,1154.45,1901044,2194657346.0,67860,1174247,61.77,3,2018,-0.1082016879463299,Slight or No Change,0.03142903999789633,1162.6309523809523,1148.558823529412,HODL,1167.2678571428576,12.290734583144474,1191.8493263091466,1142.6863879765685
218,2018-03-28,INFY,EQ,1154.0,1150.75,1150.75,1126.25,1140.0,1131.8,1136.18,6279161,7134252851.0,118878,4775433,76.05,3,2018,-1.9237435008665595,Negative,0.029874220593593452,1162.3071428571427,1149.2661764705886,HODL,1165.4928571428577,15.354601629761984,1196.2020604023817,1134.7836538833337
219,2018-04-02,INFY,EQ,1131.8,1141.0,1149.55,1121.3,1136.7,1137.15,1135.86,4036351,4584716920.0,142078,2960225,73.34,4,2018,0.4726983566001097,Slight or No Change,0.023921246511553883,1161.685714285714,1150.0926470588238,HODL,1163.6178571428577,17.129928904861593,1197.8777149525808,1129.3579993331346
220,2018-04-03,INFY,EQ,1137.15,1134.7,1143.55,1128.1,1139.4,1140.45,1135.21,2038584,2314226757.0,114034,1366638,67.04,4,2018,0.2901991821659289,Slight or No Change,0.024029854912954143,1160.154761904762,1150.275,HODL,1160.3821428571432,16.90468309195591,1194.191509041055,1126.5727766732314
221,2018-04-04,INFY,EQ,1140.45,1144.0,1144.55,1120.0,1122.7,1124.2,1131.81,2406651,2723878713.0,137029,1472105,61.17,4,2018,-1.4248761453812042,Negative,0.02644047329286096,1158.4142857142858,1150.7176470588236,HODL,1156.1250000000005,18.021384199373806,1192.167768398748,1120.082231601253
222,2018-04-05,INFY,EQ,1124.2,1139.55,1151.3,1129.1,1146.05,1147.55,1140.71,3881772,4427993460.0,101745,2899162,74.69,4,2018,2.0770325564845926,Positive,0.035957981072537754,1158.0166666666667,1152.0338235294118,HODL,1153.7500000000005,16.658839187555223,1187.067678375111,1120.43232162489
223,2018-04-06,INFY,EQ,1147.55,1143.0,1146.0,1122.1,1127.55,1127.0,1128.81,2968871,3351285043.0,137277,1891236,63.7,4,2018,-1.7907716439370835,Negative,0.03855788865428134,1156.857142857143,1152.894117647059,HODL,1149.785714285715,15.87620896149064,1181.5381322086962,1118.0332963627336
224,2018-04-09,INFY,EQ,1127.0,1125.0,1125.8,1106.55,1111.45,1111.25,1113.12,3601441,4008832077.0,171118,2529586,70.24,4,2018,-1.3975155279503104,Negative,0.03977462437193734,1155.2928571428572,1152.8000000000002,HODL,1145.4535714285719,17.56289209018078,1180.5793556089334,1110.3277872482104
225,2018-04-10,INFY,EQ,1111.25,1112.0,1124.5,1105.4,1114.65,1113.4,1115.77,4463029,4979728695.0,144468,3520250,78.88,4,2018,0.1934758155230698,Slight or No Change,0.03661733535279868,1153.2333333333333,1152.3691176470588,HODL,1143.0714285714291,19.52557213074366,1182.1225728329164,1104.0202843099419
226,2018-04-11,INFY,EQ,1113.4,1118.0,1131.5,1116.5,1124.5,1124.25,1124.78,4512787,5075891573.0,102586,3296304,73.04,4,2018,0.9744925453565534,Slight Positive,0.038049688469442816,1151.3690476190477,1152.1485294117647,SELL,1140.1928571428577,19.08107053462045,1178.3549982120987,1102.0307160736168
227,2018-04-12,INFY,EQ,1124.25,1129.45,1172.75,1125.0,1164.05,1162.6,1157.71,8522183,9866189147.0,216130,5624945,66.0,4,2018,3.4111629975539066,Among top gainers,0.05239554733434861,1150.2666666666667,1152.9029411764707,HODL,1139.8428571428576,18.580012597729212,1177.002882338316,1102.682831947399
228,2018-04-13,INFY,EQ,1162.6,1174.0,1185.9,1150.25,1168.0,1171.45,1172.37,10613519,12442924999.0,180965,5370870,50.6,4,2018,0.7612248408739086,Slight Positive,0.04845109091716087,1149.6785714285713,1153.610294117647,HODL,1140.5678571428577,19.648963636231034,1179.86578441532,1101.2699298703956
229,2018-04-16,INFY,EQ,1171.45,1102.0,1140.0,1102.0,1134.5,1133.2,1125.66,12372542,13927236193.0,201992,5012390,40.51,4,2018,-3.265184173460245,Among top losers,0.05801268706984826,1147.411904761905,1152.8,HODL,1138.110714285715,18.098206228276556,1174.307126742268,1101.9143018291618
230,2018-04-17,INFY,EQ,1133.2,1127.0,1127.4,1115.0,1124.65,1125.2,1121.63,5198970,5831317996.0,203792,3086531,59.37,4,2018,-0.7059654076950195,Slight Negative,0.05540866420376699,1144.6833333333334,1151.9044117647056,HODL,1135.9642857142862,17.686407520718365,1171.337100755723,1100.5914706728495
231,2018-04-18,INFY,EQ,1125.2,1122.85,1134.75,1113.85,1125.95,1125.95,1124.27,5215190,5863305787.0,121114,3220905,61.76,4,2018,0.06665481692142983,Slight or No Change,0.05299466324714327,1142.4952380952382,1151.5323529411762,HODL,1133.9607142857149,17.06394285047598,1168.0885999866668,1099.8328285847629
232,2018-04-19,INFY,EQ,1125.95,1124.0,1139.8,1123.1,1133.4,1132.85,1132.61,4262771,4828035904.0,119470,3277709,76.89,4,2018,0.6128158443980514,Slight Positive,0.053149593621095004,1141.8333333333333,1151.0220588235293,HODL,1134.035714285715,17.056021140429316,1168.1477565665734,1099.9236720048564
233,2018-04-20,INFY,EQ,1132.85,1139.0,1193.7,1136.95,1179.65,1178.45,1171.78,12136346,14221070742.0,213680,7374221,60.76,4,2018,4.0252460608200655,Among top gainers,0.06527339009139621,1142.4952380952382,1151.1941176470586,HODL,1136.985714285715,20.797368810752467,1178.5804519072199,1095.39097666421
234,2018-04-23,INFY,EQ,1178.45,1168.0,1214.4,1155.25,1185.95,1187.7,1186.79,10915319,12954180381.0,190031,5762099,52.79,4,2018,0.7849293563579218,Slight Positive,0.05735398268816442,1143.457142857143,1151.986764705882,HODL,1140.3607142857147,24.843147782802124,1190.047009851319,1090.6744187201105
235,2018-04-24,INFY,EQ,1187.7,1185.0,1196.4,1150.1,1154.25,1154.5,1168.64,4263108,4982039811.0,87918,2175530,51.03,4,2018,-2.7953186831691568,Negative,0.06475286573737248,1143.1333333333334,1151.9455882352938,HODL,1142.5250000000003,24.646015046903802,1191.817030093808,1093.2329699061927
236,2018-04-25,INFY,EQ,1154.5,1152.0,1171.0,1145.2,1155.95,1160.35,1160.85,5797089,6729546265.0,122892,3549969,61.24,4,2018,0.5067128627111117,Slight Positive,0.05387457738857931,1142.7880952380954,1152.2102941176468,HODL,1143.4392857142861,25.08035684455963,1193.5999994034055,1093.2785720251668
237,2018-04-26,INFY,EQ,1160.35,1174.0,1181.65,1160.0,1177.05,1176.45,1172.76,5651042,6627322945.0,120489,3710955,65.67,4,2018,1.3875123885034757,Positive,0.05312036846419757,1143.7976190476193,1153.161764705882,HODL,1146.971428571429,26.05040760263902,1199.072243776707,1094.870613366151
238,2018-04-27,INFY,EQ,1176.45,1180.0,1191.6,1174.2,1184.65,1185.2,1183.9,3831685,4536321753.0,103259,2521063,65.8,4,2018,0.7437630158527719,Slight Positive,0.05267434984740096,1145.2833333333335,1154.0014705882347,HODL,1152.2535714285718,25.745645369545443,1203.7448621676626,1100.762280689481
239,2018-04-30,INFY,EQ,1185.2,1181.7,1207.95,1180.65,1199.95,1199.5,1199.78,2755839,3306404000.0,80599,1748528,63.45,4,2018,1.2065474181572666,Positive,0.0528254084097779,1148.5071428571432,1155.063235294117,HODL,1158.403571428572,26.032534853121888,1210.4686411348157,1106.3385017223281
240,2018-05-02,INFY,EQ,1199.5,1198.9,1201.6,1181.0,1192.1,1197.05,1192.72,5147521,6139572653.0,98610,3916029,76.08,5,2018,-0.20425177157149527,Slight or No Change,0.03785523744702586,1151.359523809524,1155.3955882352936,HODL,1163.603571428572,25.956364746994154,1215.5163009225603,1111.6908419345837
241,2018-05-03,INFY,EQ,1197.05,1197.25,1204.7,1176.1,1178.0,1182.55,1195.66,2666115,3187761546.0,114003,1634945,61.32,5,2018,-1.2113111398855514,Negative,0.039678207967575936,1153.3642857142859,1155.3588235294112,HODL,1165.028571428572,26.440148043672277,1217.9088675159164,1112.1482753412274
242,2018-05-04,INFY,EQ,1182.55,1185.0,1186.0,1155.0,1169.6,1173.1,1165.5,3011684,3510129249.0,92619,1501133,49.84,5,2018,-0.7991205445858518,Slight Negative,0.026366933843228562,1155.692857142857,1155.132352941176,BUY,1165.146428571429,26.47462837892302,1218.095685329275,1112.1971718135828
243,2018-05-07,INFY,EQ,1173.1,1181.25,1190.0,1175.5,1184.0,1183.0,1181.67,2319480,2740857605.0,66189,1381557,59.56,5,2018,0.8439178245673862,Slight Positive,0.026983974225283373,1157.3809523809523,1155.1470588235288,HODL,1168.7035714285719,25.165310863945123,1219.0341931564622,1118.3729497006816
244,2018-05-08,INFY,EQ,1183.0,1177.9,1177.9,1161.05,1167.5,1165.55,1167.51,2859278,3338246179.0,121067,1833756,64.13,5,2018,-1.4750633981403305,Negative,0.028434076428106102,1159.2166666666667,1154.9602941176465,HODL,1171.5857142857146,21.898185985382888,1215.3820862564803,1127.789342314949
245,2018-05-09,INFY,EQ,1165.55,1167.5,1176.9,1163.0,1172.0,1170.7,1169.95,1891752,2213260047.0,50914,1226653,64.84,5,2018,0.4418514864227285,Slight or No Change,0.02749917028324676,1162.047619047619,1155.6647058823523,HODL,1174.782142857143,17.56093355612119,1209.9040099693855,1139.6602757449007
246,2018-05-10,INFY,EQ,1170.7,1176.0,1183.0,1162.85,1170.0,1168.0,1173.06,1591431,1866843840.0,55801,925580,58.16,5,2018,-0.2306312462629245,Slight or No Change,0.02237817988700907,1164.647619047619,1155.7661764705874,HODL,1177.2928571428577,13.033873872787419,1203.3606048884326,1151.2251093972827
247,2018-05-11,INFY,EQ,1168.0,1172.3,1183.2,1166.05,1180.6,1180.75,1174.3,1655853,1944465077.0,51911,1040917,62.86,5,2018,1.091609589041087,Positive,0.02684683217173514,1167.338095238095,1156.1558823529404,HODL,1177.4571428571433,13.064041328166331,1203.585225513476,1151.3290602008105
248,2018-05-14,INFY,EQ,1180.75,1184.35,1191.5,1170.0,1190.5,1189.3,1184.18,2216047,2624191631.0,118716,1385502,62.52,5,2018,0.7241160279483294,Slight Positive,0.025192871755385447,1168.6095238095238,1156.9794117647052,HODL,1177.571428571429,13.167131488984737,1203.9056915493984,1151.2371655934594
249,2018-05-15,INFY,EQ,1189.3,1188.1,1208.0,1188.1,1195.2,1194.55,1196.6,2805987,3357654925.0,169798,1400617,49.92,5,2018,0.4414361389052379,Slight or No Change,0.023077890507111457,1169.7095238095237,1157.7720588235288,HODL,1180.4321428571432,12.074330800734806,1204.5808044586129,1156.2834812556735
250,2018-05-16,INFY,EQ,1194.55,1187.25,1198.0,1184.5,1190.7,1189.95,1191.85,3102502,3697718120.0,80951,2232738,71.97,5,2018,-0.3850822485454653,Slight or No Change,0.02273523892387793,1172.4119047619047,1158.7926470588227,HODL,1182.546428571429,10.813016804640545,1204.1724621807102,1160.9203949621478
251,2018-05-17,INFY,EQ,1189.95,1196.0,1197.45,1173.55,1180.0,1182.9,1186.19,4759799,5646033906.0,108694,3495536,73.44,5,2018,-0.5924618681457217,Slight Negative,0.01652634889422127,1175.1595238095238,1159.6426470588228,HODL,1183.0071428571432,10.669742573898516,1204.3466280049402,1161.6676577093463
252,2018-05-18,INFY,EQ,1182.9,1183.0,1186.55,1173.0,1180.0,1183.2,1181.08,3569830,4216242217.0,118691,2739080,76.73,5,2018,0.02536139994926412,Slight or No Change,0.016377555841630122,1177.8857142857141,1161.154411764705,HODL,1182.864285714286,10.651497340949378,1204.1672803961849,1161.5612910323873
253,2018-05-21,INFY,EQ,1183.2,1179.55,1188.4,1170.0,1183.2,1179.5,1182.21,4237660,5009804970.0,94593,3233546,76.3,5,2018,-0.3127112914131258,Slight or No Change,0.016620906051214072,1180.107142857143,1162.3999999999992,HODL,1181.4357142857148,9.530950161912942,1200.4976146095407,1162.3738139618888
254,2018-05-22,INFY,EQ,1179.5,1175.0,1198.0,1173.9,1195.0,1193.85,1189.56,2818402,3352664150.0,92075,1959648,69.53,5,2018,1.2166172106824913,Positive,0.01747921799693977,1180.840476190476,1163.9705882352932,HODL,1181.2071428571433,9.158788489383518,1199.5247198359102,1162.8895658783763
255,2018-05-23,INFY,EQ,1193.85,1195.0,1207.65,1181.5,1182.95,1184.9,1198.4,4769221,5715433184.0,155510,3565469,74.76,5,2018,-0.7496754198600963,Slight Negative,0.01812745097745223,1180.7071428571428,1165.7558823529405,HODL,1181.3750000000005,9.206702199184717,1199.78840439837,1162.961595601631
256,2018-05-24,INFY,EQ,1184.9,1198.0,1227.55,1198.0,1220.0,1221.0,1217.23,4870285,5928236190.0,115622,2635888,54.12,5,2018,3.0466706051143437,Among top gainers,0.0361473810582868,1183.8738095238095,1167.9161764705875,HODL,1184.7964285714293,13.699248495465474,1212.1949255623601,1157.3979315804984
257,2018-05-25,INFY,EQ,1221.0,1230.1,1248.65,1220.8,1229.55,1228.3,1239.09,4450719,5514861308.0,165203,2833196,63.66,5,2018,0.5978705978705978,Slight Positive,0.03523141383754913,1187.1095238095238,1170.8955882352934,HODL,1188.0321428571435,17.93676507089956,1223.9056729989427,1152.1586127153444
258,2018-05-28,INFY,EQ,1228.3,1231.0,1232.6,1206.0,1212.1,1214.4,1218.07,2869897,3495734649.0,114363,1860121,64.81,5,2018,-1.131645363510536,Negative,0.03745589209247139,1188.9166666666667,1173.9294117647053,HODL,1191.5214285714294,17.978242344624405,1227.4779132606782,1155.5649438821806
259,2018-05-29,INFY,EQ,1214.4,1214.05,1226.55,1206.2,1219.9,1216.7,1214.01,1694467,2057107218.0,97963,1020909,60.25,5,2018,0.1893939393939448,Slight or No Change,0.03730795297605872,1190.4166666666667,1176.9676470588226,HODL,1194.8071428571436,18.083373761365745,1230.973890379875,1158.6403953344122
260,2018-05-30,INFY,EQ,1216.7,1217.0,1228.75,1205.6,1210.4,1211.7,1214.64,3161533,3840109182.0,113600,1820341,57.58,5,2018,-0.41094764526998784,Slight or No Change,0.037541578397813705,1190.997619047619,1179.539705882352,HODL,1197.9285714285722,16.828201081761367,1231.584973592095,1164.2721692650496
261,2018-05-31,INFY,EQ,1211.7,1211.7,1242.0,1210.25,1238.0,1231.8,1230.2,9860170,12129968289.0,163732,6917924,70.16,5,2018,1.6588264421886434,Positive,0.038907585888093475,1192.652380952381,1181.5749999999991,HODL,1201.5750000000007,18.2871723641673,1238.1493447283353,1165.0006552716661
