,Date,Symbol,Series,Prev Close,Open Price,High Price,Low Price,Last Price,Close Price,Average Price,Total Traded Quantity,Turnover,No. of Trades,Deliverable Qty,% Dly Qt to Traded Qty,Month,Year,Day_Perc_Change,Trend,Volatility,SMA_21,LMA_34,Trade_Call,14_day_SMA,14_day_STD,14_day_bollinger_upper,14_day_bollinger_lower
85,2017-09-14,INFY,EQ,883.75,884.5,896.6,881.6,892.3,892.4,891.42,6849003,6105328297.0,110957,5034797,73.51,9,2017,0.9787835926449828,Slight Positive,0.020772851741048242,910.4619047619051,938.758823529412,HODL,903.3321428571431,19.47041747352813,942.2729778041994,864.3913079100869
86,2017-09-15,INFY,EQ,892.4,892.3,913.25,892.2,908.6,908.25,904.85,6729730,6089408744.0,99888,4438125,65.95,9,2017,1.7761093679964146,Positive,0.026950114937538898,907.2738095238099,936.9117647058824,HODL,900.9928571428574,16.30707558962607,933.6070083221096,868.3787059636052
87,2017-09-18,INFY,EQ,908.25,910.0,917.75,906.3,908.8,909.1,912.83,4237930,3868513182.0,77992,3189815,75.27,9,2017,0.09358656757501027,Slight or No Change,0.02689839925623742,901.9523809523813,934.3161764705883,HODL,899.682142857143,14.672483497284526,929.0271098517121,870.337175862574
88,2017-09-19,INFY,EQ,909.1,908.0,916.0,903.5,912.7,912.25,911.15,3016665,2748642130.0,79618,1885792,62.51,9,2017,0.3464965350346461,Slight or No Change,0.0205189223548803,901.4285714285718,931.4058823529413,HODL,898.6535714285717,13.051782434799483,924.7571362981706,872.5500065589728
89,2017-09-20,INFY,EQ,912.25,917.0,917.0,907.45,913.3,912.7,910.97,2883915,2627153268.0,46614,2044262,70.88,9,2017,0.04932858317348021,Slight or No Change,0.017186887386255758,903.3000000000003,928.6750000000002,HODL,898.4928571428574,12.84793992979521,924.1887370024477,872.796977283267
90,2017-09-21,INFY,EQ,912.7,915.0,915.25,908.15,911.0,909.55,910.99,4102076,3736951963.0,42387,3197445,77.95,9,2017,-0.3451298345568232,Slight or No Change,0.01929555058819524,904.9261904761906,926.2102941176472,HODL,897.7500000000001,11.767066165952834,921.2841323319058,874.2158676680945
91,2017-09-22,INFY,EQ,909.55,908.15,910.25,888.0,899.0,898.3,897.32,8802044,7898273388.0,101141,6337990,72.01,9,2017,-1.2368753779341437,Negative,0.025326672895591085,905.1880952380955,923.6897058823531,HODL,897.6142857142858,11.747576322400091,921.109438359086,874.1191330694855
92,2017-09-25,INFY,EQ,898.3,901.0,901.95,889.1,901.0,895.35,894.32,4544350,4064084916.0,83796,3038937,66.87,9,2017,-0.3283980852721746,Slight or No Change,0.02421168734767354,904.3880952380953,921.089705882353,HODL,897.1464285714286,11.694072533452509,920.5345736383337,873.7582835045235
93,2017-09-26,INFY,EQ,895.35,897.0,908.4,894.3,901.75,905.9,900.14,3683239,3315416203.0,101232,2519693,68.41,9,2017,1.1783101580387534,Positive,0.019526270755066365,902.7166666666668,919.2558823529413,HODL,897.8821428571429,11.911284357910802,921.7047115729645,874.0595741413213
94,2017-09-27,INFY,EQ,905.9,906.1,907.9,895.1,895.9,899.8,900.49,3000069,2701542236.0,88378,1994987,66.5,9,2017,-0.6733635059057329,Slight Negative,0.020424116954031936,901.4000000000001,917.3720588235295,HODL,898.1714285714286,11.904697106053497,921.9808227835356,874.3620343593216
95,2017-09-28,INFY,EQ,899.8,896.1,903.9,894.3,896.0,896.0,897.71,8768633,7871666208.0,135425,7778115,88.7,9,2017,-0.422316070237827,Slight or No Change,0.01970330031149533,899.9404761904761,915.2147058823531,HODL,899.0071428571429,11.248604309031576,921.504351475206,876.5099342390797
96,2017-09-29,INFY,EQ,896.0,898.0,902.4,895.0,899.0,899.9,899.31,2852916,2565651057.0,79579,2099609,73.6,9,2017,0.4352678571428514,Slight or No Change,0.020746955571781082,899.2238095238096,912.8220588235297,HODL,900.5214285714285,9.612566180343949,919.7465609321164,881.2962962107406
97,2017-10-03,INFY,EQ,899.9,910.1,912.0,901.6,903.05,903.55,905.66,2473761,2240392336.0,98569,1968356,79.57,10,2017,0.40560062229135774,Slight or No Change,0.02147523618932181,898.4428571428571,910.3470588235296,HODL,901.9142857142857,8.375431758597307,918.6651492314803,885.1634221970911
98,2017-10-04,INFY,EQ,903.55,903.0,905.4,897.15,901.45,899.6,901.13,2495746,2248997167.0,81198,1658660,66.46,10,2017,-0.4371645177355887,Slight or No Change,0.017647871177783044,898.4142857142856,907.9397058823531,HODL,903.0464285714286,6.618112218806981,916.2826530090425,889.8102041338146
99,2017-10-05,INFY,EQ,899.6,900.0,904.95,899.0,903.0,903.05,902.78,4305650,3887063883.0,46048,3573231,82.99,10,2017,0.3835037794575279,Slight or No Change,0.017430708327647117,898.4690476190474,905.8176470588236,HODL,903.8071428571428,5.870030046542811,915.5472029502284,892.0670827640572
100,2017-10-06,INFY,EQ,903.05,904.0,922.0,903.95,920.5,920.15,916.53,4287154,3929315140.0,76214,2820790,65.8,10,2017,1.8935828580920244,Positive,0.02304145025974926,899.6380952380952,902.8558823529413,HODL,904.6571428571427,7.259896617801176,919.1769360927451,890.1373496215404
101,2017-10-09,INFY,EQ,920.15,920.0,929.0,914.0,924.25,923.9,923.72,1752416,1618746285.0,39646,1158064,66.08,10,2017,0.407542248546422,Slight or No Change,0.020513468427091106,900.9785714285714,902.8750000000002,HODL,905.7142857142856,8.858208461247594,923.4307026367808,887.9978687917903
102,2017-10-10,INFY,EQ,923.9,939.95,939.95,929.55,935.15,935.45,935.46,3571610,3341105876.0,103093,1997414,55.92,10,2017,1.25013529602771,Positive,0.019674388852922987,903.4142857142857,904.7000000000002,HODL,907.3714285714285,11.842341151820646,931.0561108750697,883.6867462677873
103,2017-10-11,INFY,EQ,935.45,935.45,938.0,928.0,930.6,930.7,932.27,2991252,2788647778.0,95474,2208694,73.84,10,2017,-0.5077770057191677,Slight Negative,0.022729187125354492,905.8904761904762,906.3264705882355,HODL,908.6571428571427,13.346907696354434,935.3509582498516,881.9633274644339
104,2017-10-12,INFY,EQ,930.7,930.0,934.35,919.55,928.35,927.3,924.62,5140486,4753015820.0,108653,3208005,62.41,10,2017,-0.3653164284946886,Slight or No Change,0.024296924614822274,907.95,907.3411764705884,BUY,909.925,14.250705110762272,938.4264102215245,881.4235897784754
105,2017-10-13,INFY,EQ,927.3,932.8,933.5,927.55,929.05,930.1,929.7,3590364,3337968430.0,104364,2662742,74.16,10,2017,0.3019519033754081,Slight or No Change,0.022470329811769177,910.1571428571428,907.8691176470589,HODL,912.1964285714286,14.779747893731383,941.7559243588913,882.6369327839658
106,2017-10-16,INFY,EQ,930.1,935.95,942.0,933.0,939.0,939.0,937.81,2879375,2700304306.0,78589,1957128,67.97,10,2017,0.956886356305775,Slight Positive,0.02290879923197316,912.3761904761903,907.8102941176471,HODL,915.3142857142857,15.537218696897542,946.3887231080807,884.2398483204906
107,2017-10-17,INFY,EQ,939.0,936.8,936.8,929.5,930.75,930.5,932.11,2812551,2621611619.0,77515,2204290,78.37,10,2017,-0.9052183173588912,Slight Negative,0.020948204285496368,913.4357142857142,907.9000000000001,HODL,917.0714285714286,15.77977910401427,948.6309867794571,885.5118703634
108,2017-10-18,INFY,EQ,930.5,928.9,930.0,922.95,925.0,924.35,926.7,3615926,3350868643.0,78889,2866352,79.27,10,2017,-0.6609349811929066,Slight Negative,0.02217937967197532,914.1619047619047,907.8323529411764,HODL,918.825,15.060502979650321,948.9460059593007,888.7039940406994
109,2017-10-19,INFY,EQ,924.35,930.0,932.0,925.2,927.75,926.95,927.39,545717,506094102.6,13886,379479,69.54,10,2017,0.28127873640937384,Slight or No Change,0.017476592339829206,914.8619047619047,908.185294117647,HODL,921.0357142857144,13.658632499569519,948.3529792848535,893.7184492865754
110,2017-10-23,INFY,EQ,926.95,930.0,942.0,928.1,940.95,939.5,936.18,4577048,4284920340.0,105211,3700749,80.85,10,2017,1.3539025837423724,Positive,0.022073480273893855,916.1380952380952,908.760294117647,HODL,923.8642857142859,13.030901565296583,949.926088844879,897.8024825836927
111,2017-10-24,INFY,EQ,939.5,946.0,946.65,921.6,924.35,926.5,933.61,7264664,6782341418.0,117978,5282209,72.71,10,2017,-1.3837147418839792,Negative,0.026654007769476525,916.945238095238,909.5338235294117,HODL,925.5035714285716,11.649074976248116,948.8017213810679,902.2054214760753
112,2017-10-25,INFY,EQ,926.5,919.0,944.7,915.25,934.25,935.3,934.05,6992067,6530973260.0,176833,4211146,60.23,10,2017,0.9498111171073907,Slight Positive,0.028271178955740824,918.7071428571428,910.5161764705881,HODL,928.0535714285716,9.19051484884628,946.4346011262642,909.672541730879
113,2017-10-26,INFY,EQ,935.3,942.0,951.8,940.1,948.55,947.35,946.46,16829629,15928597286.0,144857,13667670,81.21,10,2017,1.288356677002045,Positive,0.029626242029941248,921.1833333333333,912.0382352941175,HODL,931.2178571428574,7.364405222810865,945.9466675884792,916.4890466972356
114,2017-10-27,INFY,EQ,947.35,955.0,957.7,944.0,947.0,946.35,948.86,4262478,4044495152.0,108092,3305472,77.55,10,2017,-0.10555760806459924,Slight or No Change,0.027352180944045405,923.1095238095236,913.5264705882352,HODL,933.089285714286,7.6585843884633205,948.4064544912127,917.7721169373593
115,2017-10-30,INFY,EQ,946.35,954.65,954.65,941.05,943.9,944.1,946.96,6484163,6140238516.0,120848,5395557,83.21,10,2017,-0.2377555872563053,Slight or No Change,0.02600925471274616,925.2190476190474,915.2852941176469,HODL,934.5321428571432,7.696892658304088,949.9259281737513,919.138357540535
116,2017-10-31,INFY,EQ,944.1,925.0,930.0,920.0,922.0,921.85,924.74,4977494,4602897345.0,68301,3547519,71.27,10,2017,-2.3567418705645604,Negative,0.03725578427726853,926.4499999999997,916.5544117647056,HODL,933.5607142857145,8.398401371954359,950.3575170296233,916.7639115418058
117,2017-11-01,INFY,EQ,921.85,925.0,929.4,923.3,926.0,927.05,925.92,2816567,2607904113.0,59211,2042973,72.53,11,2017,0.5640830937788001,Slight Positive,0.03446617859757337,927.7428571428567,917.8191176470585,HODL,933.3000000000002,8.549336456486161,950.3986729129725,916.2013270870278
118,2017-11-02,INFY,EQ,927.05,923.05,926.0,920.0,923.1,922.9,923.13,2343069,2162955678.0,81286,1802504,76.93,11,2017,-0.4476565449544223,Slight or No Change,0.03183240092668556,928.6642857142854,918.9705882352939,HODL,932.9857142857145,8.86202851781686,950.7097713213482,915.2616572500808
119,2017-11-03,INFY,EQ,922.9,917.0,929.9,916.95,926.8,926.65,926.37,1849543,1713353953.0,51904,1193264,64.52,11,2017,0.4063278795102488,Slight or No Change,0.030267682155490187,929.9523809523807,919.9779411764704,HODL,932.7392857142859,8.99540862738745,950.7301029690608,914.748468459511
120,2017-11-06,INFY,EQ,926.65,923.15,935.0,922.65,928.8,928.7,927.57,2533267,2349782381.0,69707,2018399,79.68,11,2017,0.22122700048563534,Slight or No Change,0.026030591453550148,931.1738095238094,920.5794117647057,HODL,932.0035714285716,8.864220740748184,949.732012910068,914.2751299470752
121,2017-11-07,INFY,EQ,928.7,926.25,960.0,925.85,955.35,955.5,951.18,6721410,6393285439.0,145532,4037210,60.06,11,2017,2.885754280176589,Positive,0.04115520518330218,932.8571428571427,921.9441176470586,HODL,933.7892857142859,10.836710730226152,955.4627071747383,912.1158642538336
122,2017-11-08,INFY,EQ,955.5,960.25,961.85,947.5,951.95,952.3,955.2,2684997,2564719195.0,88636,1805469,67.24,11,2017,-0.33490319204605434,Slight or No Change,0.0412727080926448,934.2095238095235,923.1220588235292,HODL,935.7857142857144,11.517184962072841,958.8200842098602,912.7513443615687
123,2017-11-09,INFY,EQ,952.3,953.0,963.0,948.25,954.0,954.5,954.92,2361616,2255155224.0,67747,1533245,64.92,11,2017,0.2310196366691164,Slight or No Change,0.029481217593035205,935.1166666666663,924.3514705882351,HODL,937.7535714285715,12.22334563740526,962.200262703382,913.306880153761
124,2017-11-10,INFY,EQ,954.5,958.8,964.35,950.0,963.5,962.05,959.46,3294714,3161144505.0,63848,2512523,76.26,11,2017,0.7909900471450904,Slight Positive,0.029622427473723442,936.6095238095235,925.8955882352939,HODL,939.3642857142858,13.848846502528415,967.0619787193426,911.6665927092289
125,2017-11-13,INFY,EQ,962.05,962.05,969.4,949.35,952.55,951.95,958.24,2510608,2405762223.0,58964,1661218,66.17,11,2017,-1.0498414843303272,Negative,0.0324342337701688,937.7833333333331,927.4735294117645,HODL,941.1821428571429,13.69986815128816,968.5818791597193,913.7824065545666
126,2017-11-14,INFY,EQ,951.95,951.95,954.85,943.25,949.1,949.1,948.44,2866855,2719052888.0,74967,2228100,77.72,11,2017,-0.29938547192605025,Slight or No Change,0.03330146383082868,938.6880952380949,929.0544117647057,HODL,942.1678571428573,13.740487718683578,969.6488325802245,914.6868817054901
127,2017-11-15,INFY,EQ,949.1,945.15,953.5,944.5,950.75,951.8,950.67,3511758,3338522494.0,98311,2786780,79.36,11,2017,0.28448003371615016,Slight or No Change,0.03327909039530243,939.2976190476187,930.4044117647056,HODL,942.4857142857144,13.91988655694733,970.3254873996091,914.6459411718197
128,2017-11-16,INFY,EQ,951.8,951.8,995.9,948.5,989.95,988.4,978.58,7843751,7675734065.0,224690,4903542,62.52,11,2017,3.845345660853128,Among top gainers,0.042017707650536494,942.0547619047617,933.0102941176469,HODL,945.4892857142858,18.57585466065192,982.6409950355896,908.3375763929819
129,2017-11-17,INFY,EQ,988.4,985.5,985.5,965.15,965.5,970.95,974.04,4028835,3924263396.0,178425,2591711,64.33,11,2017,-1.7654795629299835,Negative,0.047405635480689524,944.2738095238094,935.2147058823529,HODL,947.407142857143,19.769117885683656,986.9453786285103,907.8689070857756
130,2017-11-20,INFY,EQ,970.95,969.0,971.0,957.25,960.95,960.55,961.63,2830595,2721971566.0,66198,1831803,64.71,11,2017,-1.0711159174004892,Negative,0.04934652470065577,945.8738095238093,936.9985294117645,HODL,950.1714285714286,18.591196368647598,987.3538213087238,912.9890358341333
131,2017-11-21,INFY,EQ,960.55,961.3,971.5,960.05,965.5,966.25,966.87,2682328,2593469144.0,74479,1805267,67.3,11,2017,0.5934100255062358,Slight Positive,0.049064831863749256,947.1476190476188,938.8426470588234,HODL,952.9714285714286,17.775055060888352,988.5215386932053,917.421318449652
132,2017-11-22,INFY,EQ,966.25,966.6,971.05,963.3,965.3,966.3,966.54,3042460,2940669553.0,57418,2449238,80.5,11,2017,0.005174644243211013,Slight or No Change,0.04734262747901432,949.0428571428569,940.8044117647058,HODL,956.0714285714286,15.802150709096367,987.6757299896212,924.4671271532359
133,2017-11-23,INFY,EQ,966.3,971.5,994.45,969.0,991.15,991.25,984.7,5947309,5856291708.0,141525,3359566,56.49,11,2017,2.582013867328992,Positive,0.05212809510958607,951.7071428571426,943.3985294117647,HODL,960.6857142857143,15.980835019238256,992.6473843241909,928.7240442472378
134,2017-11-24,INFY,EQ,991.25,990.9,1019.3,990.2,1008.0,1009.55,1010.09,9309956,9403912992.0,180427,5767868,61.95,11,2017,1.8461538461538307,Positive,0.05321648184896319,954.6690476190474,946.0279411764704,HODL,966.4607142857142,18.012294717470905,1002.485303720656,930.4361248507723
135,2017-11-27,INFY,EQ,1009.55,1006.7,1006.7,993.3,996.55,998.75,997.92,3008865,3002607598.0,75428,1732581,57.58,11,2017,-1.0697835669357558,Negative,0.04273873469670438,957.1642857142856,948.2294117647058,HODL,969.55,19.624562709484202,1008.7991254189684,930.3008745810315
136,2017-11-28,INFY,EQ,998.75,994.4,999.9,981.3,982.15,984.7,988.73,2308434,2282406446.0,61722,1311641,56.82,11,2017,-1.4067584480600748,Negative,0.04096702766339893,959.097619047619,949.6779411764703,HODL,971.8642857142858,19.342225913702826,1010.5487375416914,933.1798338868801
137,2017-11-29,INFY,EQ,984.7,987.65,991.95,980.3,983.5,982.7,984.37,1919035,1889032576.0,50324,896450,46.71,11,2017,-0.2031075454453135,Slight or No Change,0.038651091755541676,961.9952380952382,951.2073529411763,HODL,973.8785714285715,18.857101440181268,1011.592774308934,936.1643685482089
138,2017-11-30,INFY,EQ,982.7,989.45,989.45,968.35,972.5,976.1,978.17,8633472,8445010644.0,126288,5893906,68.27,11,2017,-0.6716190088531637,Slight Negative,0.039720896694651876,964.3309523809525,952.6426470588234,HODL,974.882142857143,18.55054018644207,1011.9832232300271,937.7810624842589
139,2017-12-01,INFY,EQ,976.1,979.4,983.2,957.05,960.0,958.8,966.26,2042500,1973590610.0,49881,1012750,49.58,12,2017,-1.77235938940683,Negative,0.04422307353680369,966.0404761904762,953.4867647058823,HODL,975.3714285714286,17.980745195964726,1011.3329189633581,939.4099381794991
140,2017-12-04,INFY,EQ,958.8,980.0,996.8,968.55,984.4,985.35,985.73,8905803,8778677871.0,150296,3727405,41.85,12,2017,2.7690863579474367,Positive,0.04556558027593937,968.8357142857141,954.8499999999998,HODL,977.9607142857143,16.451597754665887,1010.8639097950461,945.0575187763825
141,2017-12-05,INFY,EQ,985.35,985.35,1003.0,979.0,984.3,984.35,990.92,4988369,4943095296.0,106371,2190959,43.92,12,2017,-0.10148678134672684,Slight or No Change,0.03979401501276406,971.4857142857139,956.4338235294116,HODL,980.2857142857144,14.674093191370252,1009.633900668455,950.9375279029739
142,2017-12-06,INFY,EQ,984.35,985.0,994.1,984.0,987.8,990.3,989.37,3745047,3705251090.0,121883,2367807,63.23,12,2017,0.6044597958043241,Slight Positive,0.03978719408720143,973.1428571428568,958.3735294117646,HODL,980.4214285714287,14.76342562767002,1009.9482798267687,950.8945773160887
143,2017-12-07,INFY,EQ,990.3,989.0,1002.9,985.6,999.85,999.8,995.95,3774772,3759492032.0,106502,2442675,64.71,12,2017,0.9593052610320064,Slight Positive,0.037787030054041784,975.4047619047616,960.5161764705882,HODL,982.4821428571429,15.341830789642684,1013.1658044364283,951.7984812778575
144,2017-12-08,INFY,EQ,999.8,1001.0,1007.0,995.0,999.4,1001.85,1002.25,2991622,2998343941.0,109714,2139664,71.52,12,2017,0.2050410082016452,Slight or No Change,0.03746493361466528,977.6595238095234,962.35,HODL,985.4321428571429,14.759854688971869,1014.9518522350867,955.9124334791992
145,2017-12-11,INFY,EQ,1001.85,994.95,1006.9,993.95,1005.4,1005.3,1000.75,2569549,2571485667.0,64951,1914506,74.51,12,2017,0.3443629285821093,Slight or No Change,0.035779209908532464,979.7190476190472,964.6676470588236,HODL,988.2214285714286,14.544225847205048,1017.3098802658387,959.1329768770186
146,2017-12-12,INFY,EQ,1005.3,1002.0,1014.0,1002.0,1010.5,1010.5,1009.41,4660217,4704066529.0,125676,3609637,77.46,12,2017,0.5172585297920973,Slight Positive,0.025058144523432326,982.5071428571424,966.8794117647059,HODL,991.3785714285715,14.21318069590704,1019.8049328203856,962.9522100367574
147,2017-12-13,INFY,EQ,1010.5,1010.9,1019.0,997.65,1005.0,1003.75,1010.55,2681199,2709482013.0,89418,1495614,55.78,12,2017,-0.6679861454725433,Slight Negative,0.013981618402228863,985.1095238095235,968.5382352941177,HODL,992.2714285714286,14.592051501861045,1021.4555315751506,963.0873255677066
148,2017-12-14,INFY,EQ,1003.75,1005.25,1015.0,999.3,1012.3,1013.1,1010.36,3011786,3042976537.0,97393,1876813,62.32,12,2017,0.9315068493150668,Slight Positive,0.014616881200636743,988.028571428571,970.5014705882354,HODL,992.5250000000002,14.942051527355675,1022.4091030547115,962.6408969452889
149,2017-12-15,INFY,EQ,1013.1,1013.0,1026.4,1011.85,1019.0,1022.9,1019.21,5192067,5291809165.0,117970,3887254,74.87,12,2017,0.9673280031586184,Slight Positive,0.015588317613927151,989.6714285714281,972.819117647059,HODL,994.2500000000001,16.972092477856695,1028.1941849557136,960.3058150442868
150,2017-12-18,INFY,EQ,1022.9,1011.9,1030.7,1005.8,1014.0,1016.6,1019.42,2017724,2056905715.0,67395,841209,41.69,12,2017,-0.615895982011927,Slight Negative,0.017593650055204767,991.8452380952376,975.6058823529413,HODL,996.5285714285716,17.716373503341064,1031.9613184352538,961.0958244218895
151,2017-12-19,INFY,EQ,1016.6,1017.45,1017.95,999.55,1006.65,1003.95,1007.23,3559449,3585173633.0,87491,2335815,65.62,12,2017,-1.2443438914027103,Negative,0.0230544787460365,993.9119047619043,977.8676470588235,HODL,998.0464285714287,17.346917973715303,1032.7402645188592,963.3525926239981
152,2017-12-20,INFY,EQ,1003.95,1005.1,1018.6,1001.0,1016.35,1015.85,1011.09,2093163,2116374407.0,68366,1233741,58.94,12,2017,1.1853179939240066,Positive,0.025754447497287093,996.273809523809,980.6014705882352,HODL,1000.8857142857144,16.720236800993906,1034.3261878877022,967.4452406837265
153,2017-12-21,INFY,EQ,1015.85,1014.8,1028.95,998.4,1021.5,1022.05,1014.97,5529581,5612359298.0,132258,2881998,52.12,12,2017,0.6103263277058568,Slight Positive,0.02592414165086451,998.9285714285709,983.4073529411764,HODL,1005.4035714285716,12.481763070201605,1030.3670975689747,980.4400452881683
154,2017-12-22,INFY,EQ,1022.05,1016.0,1044.8,1016.0,1037.85,1039.35,1035.23,6453470,6680838538.0,148038,4301144,66.65,12,2017,1.6926764835379915,Positive,0.02774206072756777,1001.219047619047,986.6617647058823,HODL,1009.2607142857144,14.052801234183153,1037.3663167540806,981.155111817348
155,2017-12-26,INFY,EQ,1039.35,1030.0,1041.5,1023.0,1035.0,1035.6,1034.88,5404453,5592980614.0,137301,3845765,71.16,12,2017,-0.3608024245922881,Slight or No Change,0.028419564374061446,1002.4595238095231,989.0176470588235,HODL,1012.9214285714287,13.73613586753613,1040.393700306501,985.4491568363565
156,2017-12-27,INFY,EQ,1035.6,1028.0,1039.1,1027.4,1034.0,1034.25,1034.0,3485086,3603591315.0,101607,2483152,71.25,12,2017,-0.1303592120509789,Slight or No Change,0.027607387155843075,1004.1499999999994,991.4279411764704,HODL,1016.0607142857144,13.179430047373396,1042.4195743804612,989.7018541909677
157,2017-12-28,INFY,EQ,1034.25,1030.0,1040.0,1023.8,1030.0,1033.25,1034.41,4216736,4361825789.0,107124,3236750,76.76,12,2017,-0.09668842156151937,Slight or No Change,0.026359705482573517,1006.4619047619041,993.7441176470587,HODL,1018.4500000000002,13.036059456516261,1044.5221189130327,992.3778810869676
158,2017-12-29,INFY,EQ,1033.25,1030.1,1048.8,1030.0,1041.25,1042.05,1041.38,3300884,3437461626.0,83693,2238793,67.82,12,2017,0.8516815872247729,Slight Positive,0.02024555179624371,1009.2880952380945,996.0970588235293,HODL,1021.3214285714287,13.51686573657663,1048.355160044582,994.2876970982754
159,2018-01-01,INFY,EQ,1042.05,1037.7,1044.5,1030.0,1032.15,1033.55,1036.23,2715670,2814045584.0,65839,1776744,65.43,1,2018,-0.8156998224653322,Slight Negative,0.022519557894986414,1012.0238095238088,998.4970588235294,HODL,1023.3392857142859,13.041415959157165,1049.4221176326002,997.2564537959715
160,2018-01-02,INFY,EQ,1033.55,1037.25,1042.0,1023.0,1028.3,1029.7,1031.43,3056124,3152175059.0,122157,2066488,67.62,1,2018,-0.3725025397900317,Slight or No Change,0.022828281876249804,1015.3999999999994,1000.8676470588235,HODL,1024.7107142857144,12.589070023870393,1049.8888543334551,999.5325742379736
161,2018-01-03,INFY,EQ,1029.7,1028.5,1031.6,1018.6,1022.0,1021.3,1022.55,3423276,3500475319.0,132588,2428553,70.94,1,2018,-0.8157715839565038,Slight Negative,0.014962359629163879,1017.1119047619042,1002.9117647058823,HODL,1025.9642857142858,11.130630443326716,1048.2255466009392,1003.7030248276324
162,2018-01-04,INFY,EQ,1021.3,1021.0,1021.0,1009.6,1015.0,1015.4,1014.48,4473807,4538566058.0,81236,3101206,69.32,1,2018,-0.5776950944874182,Slight Negative,0.015305398975845525,1018.5904761904758,1003.7058823529412,HODL,1026.1285714285716,10.941517864848121,1048.011607158268,1004.2455356988754
163,2018-01-05,INFY,EQ,1015.4,1015.3,1026.4,1006.0,1014.25,1012.0,1012.92,5512988,5584193774.0,134727,3907486,70.88,1,2018,-0.3348434114634591,Slight or No Change,0.015209109702744349,1019.6238095238091,1004.9132352941177,HODL,1025.3500000000001,11.559295293930587,1048.4685905878614,1002.231409412139
164,2018-01-08,INFY,EQ,1012.0,1024.9,1039.0,1020.05,1035.2,1036.05,1029.31,2797345,2879337346.0,73704,1672022,59.77,1,2018,2.376482213438736,Positive,0.031070429017363104,1021.3499999999996,1007.1338235294119,HODL,1026.7392857142856,11.595525970280509,1049.9303376548467,1003.5482337737246
165,2018-01-09,INFY,EQ,1036.05,1040.0,1044.9,1028.9,1039.0,1041.35,1036.46,4974118,5155470379.0,119611,3285996,66.06,1,2018,0.5115583224747811,Slight Positive,0.0302139377912788,1023.230952380952,1009.3426470588236,HODL,1029.4107142857142,10.16078772255537,1049.732289730825,1009.0891388406035
166,2018-01-10,INFY,EQ,1041.35,1046.8,1056.0,1033.05,1053.0,1052.25,1043.96,4734317,4942421496.0,100562,2588309,54.67,1,2018,1.0467182023335075,Positive,0.030117033966221056,1025.4666666666662,1011.8705882352941,HODL,1032.0107142857144,11.042717380374713,1054.0961490464638,1009.9252795249649
167,2018-01-11,INFY,EQ,1052.25,1055.25,1083.4,1055.25,1076.5,1075.8,1069.86,8387735,8973696876.0,134085,5432620,64.77,1,2018,2.23806129722024,Positive,0.03467058199780474,1028.57619047619,1014.3573529411765,HODL,1035.85,15.682339405545948,1067.2146788110917,1004.485321188908
168,2018-01-12,INFY,EQ,1075.8,1085.8,1085.9,1070.55,1078.65,1078.45,1077.02,9008264,9702068541.0,138377,6331013,70.28,1,2018,0.2463283138129935,Slight or No Change,0.030908529723601155,1032.133333333333,1016.3838235294116,HODL,1038.642857142857,19.395626560394938,1077.434110263647,999.8516040220672
169,2018-01-15,INFY,EQ,1078.45,1080.0,1092.95,1065.1,1081.0,1081.15,1080.89,5324625,5755343849.0,132189,2580059,48.46,1,2018,0.2503593119755232,Slight or No Change,0.02757343242139236,1035.3738095238093,1018.8073529411764,HODL,1041.8964285714285,22.429157399428018,1086.7547433702846,997.0381137725725
170,2018-01-16,INFY,EQ,1081.15,1081.25,1134.8,1081.25,1125.0,1122.85,1116.71,11323483,12645064684.0,222629,5830742,51.49,1,2018,3.8570041159875945,Among top gainers,0.03612217600837289,1040.133333333333,1022.8705882352941,HODL,1048.225,30.976633563430298,1110.1782671268604,986.2717328731393
171,2018-01-17,INFY,EQ,1122.85,1124.85,1161.8,1123.0,1148.0,1152.1,1150.95,13077044,15051075123.0,331838,8123219,62.12,1,2018,2.6049784031705103,Positive,0.036831522548150586,1046.585714285714,1027.8529411764705,HODL,1056.7142857142858,41.166628701914256,1139.0475431181144,974.3810283104573
172,2018-01-18,INFY,EQ,1152.1,1145.0,1164.9,1132.1,1152.0,1152.7,1148.19,6602485,7580886446.0,148758,4382098,66.37,1,2018,0.052078812603073565,Slight or No Change,0.038568790351260734,1053.6690476190472,1033.0470588235294,HODL,1064.6178571428572,48.16212447054667,1160.9421060839506,968.2936082017638
173,2018-01-19,INFY,EQ,1152.7,1145.0,1147.9,1136.0,1145.9,1143.45,1142.09,2994139,3419578450.0,104184,1946826,65.02,1,2018,-0.8024637806888224,Slight Negative,0.04486062428416898,1059.7452380952377,1038.4779411764703,HODL,1072.4678571428574,51.546284679748304,1175.560426502354,969.3752877833608
174,2018-01-22,INFY,EQ,1143.45,1132.15,1156.95,1132.0,1148.1,1150.0,1144.31,4825107,5521427259.0,136884,3164249,65.58,1,2018,0.5728278455551239,Slight Positive,0.04346268614207329,1065.838095238095,1043.320588235294,HODL,1081.0607142857145,53.84427395658729,1188.749262198889,973.3721663725399
175,2018-01-23,INFY,EQ,1150.0,1155.0,1188.0,1155.0,1176.0,1177.1,1176.85,7701898,9063945901.0,178542,4413789,57.31,1,2018,2.356521739130435,Positive,0.044481473326542446,1072.3976190476187,1048.9897058823528,HODL,1092.189285714286,56.57401271639739,1205.3373111470808,979.0412602814911
